komentar,timestamp,sentiment
tikus kantor😂😂,2025-04-17 06:56:15+00:00,positif
buang ke pulau ajaaa,2025-04-17 06:54:59+00:00,negatif
"segala lini ada koruptor...
ancur negara ini",2025-04-17 06:54:40+00:00,negatif
SEMUA BUAT KERAJAAN KECIL TINGGAL TUNGGU APESNYA KARENA APAS GAK ADA DI TANGGALAN,2025-04-17 06:53:29+00:00,positif
air mata buaya😁,2025-04-17 06:53:16+00:00,positif
"Coba dia pake peci dan baju koko, pasti banyak yang iba.",2025-04-17 06:53:13+00:00,netral
banyak ya bang duitny... gw beli vario aja uda alhamdulillh... bangett....,2025-04-17 06:53:09+00:00,negatif
"[me]: jgn lha .. menangis pak .. tp kalo mau nangis, nangis lha sekuat-kuatnya... gak peduli!",2025-04-17 06:52:48+00:00,negatif
tangsel menyalaaa 😅,2025-04-17 06:52:25+00:00,netral
bukan tangisan buaya ini namanya tp tangisan tikus berdasi.....😁,2025-04-17 06:50:13+00:00,negatif
👍 budaya antri ..,2025-04-17 06:49:52+00:00,positif
"knp nangis pak sdh tdk bs makan enak lagi ya tp tenang pak tahanan korupsi di negri ini enak pak fasilitas hotel bintang 5,trs klo suntuk bisa jalan jalan selagi msh punya stok duit",2025-04-17 06:46:47+00:00,negatif
tagis air mata buaya,2025-04-17 06:46:43+00:00,netral
dah kenyang harta duit aset dah di namakn org lain aman ..yah nangis dlu buat foto,2025-04-17 06:42:16+00:00,negatif
😳😳😳,2025-04-17 06:41:38+00:00,positif
tak mungkin sendiri😂 kecuali setingan/dikorbankan😁 cek audit PPATK..!!,2025-04-17 06:41:36+00:00,negatif
😱😱😱,2025-04-17 06:40:51+00:00,positif
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2025-04-17 06:38:24+00:00,positif
oalahhhh semuaaa pada tamak tamak😭 menyeramkan indonesia tercinta ini,2025-04-17 06:38:18+00:00,negatif
"menyesal karena kenapa korupsi tidak mencapai target.
bayangan otak jika ber T.. T..
lebih mantap.
penjara sebentar saja kok",2025-04-17 06:38:15+00:00,negatif
nangis bahagia itu dapat uang nanyak,2025-04-17 06:36:52+00:00,positif
"bebasken, kasihan anak istri we🤪",2025-04-17 06:36:23+00:00,negatif
ada penghianat yg supply info.,2025-04-17 06:36:08+00:00,netral
"tujuan utama pejabat cari uang, dengan jalan korupsi. gak di pungkiri gaji paling berapa lha, tapi setelah di rumah nya mobil berjejer 3 dan rumah super mewah🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",2025-04-17 06:34:21+00:00,negatif
kerenn rompinya om ada di toko sebelah ga😁,2025-04-17 06:27:47+00:00,negatif
ganteng pak pake baju orange,2025-04-17 06:26:26+00:00,netral
"dah ketangkap baru nangis dan nyesal kan, pensiunnya di dlm jeruji besi deh",2025-04-17 06:25:16+00:00,negatif
ges kapanggih kata nyesel 😁,2025-04-17 06:25:05+00:00,negatif
bsk keluar😄😁😄,2025-04-17 06:24:14+00:00,positif
"Ya ..., Rata - Rata Begitu , Coba Miskinkan , Semiskin - Miskinnya , Biar Ngerasa Bagaimana kalau Susah dan Miskin.",2025-04-17 06:22:14+00:00,negatif
makan uang enak2..udh ke tangkap nangis,2025-04-17 06:21:57+00:00,negatif
😅😅😅😅😅,2025-04-17 06:21:56+00:00,positif
"Istri dan anaknya pasti bangga lihat ini. Anaknya kalau nanya kenapa bapak nangis, disuruh tidur siang nggak mau itu.",2025-04-17 06:20:07+00:00,negatif
Kabid oh kabid,2025-04-17 06:19:27+00:00,netral
Emang Enak masuk penjara Abis Lebaran,2025-04-17 06:16:25+00:00,negatif
gagah pak pke bju wrna merah😂😂😂,2025-04-17 06:15:11+00:00,negatif
waduh.... pantes iuran sampah mahal..,2025-04-17 06:14:46+00:00,negatif
"Tangsel harus bersih"" di seluruh dinas",2025-04-17 06:12:27+00:00,positif
air mata basi🗿,2025-04-17 06:11:23+00:00,positif
"semua ASN yg ada jabatannya 99,9999% korupto....",2025-04-17 06:10:56+00:00,negatif
org serakah dh d kash jabatn KABID,2025-04-17 06:10:02+00:00,netral
padahal laporan sudah di buat asli semua,2025-04-17 06:09:28+00:00,negatif
"berbondong jd tersangka
alhasil hukuman bikin geleng """,2025-04-17 06:07:34+00:00,negatif
seharus nya rompi nya samakan aja sama oren tambah mantap lagi,2025-04-17 06:05:54+00:00,negatif
😳😳😳,2025-04-17 06:04:25+00:00,positif
air mata buaya bingung bgimn nasib istri mudanya 😄,2025-04-17 06:01:23+00:00,positif
Astagfirullah pejabat d indonesia kok jd suka korup semua nya ya,2025-04-17 06:01:10+00:00,negatif
makin gilak kuropsi di negri ini. tolong miskin kan pelaku para koruptor di negri konoha.,2025-04-17 06:01:09+00:00,negatif
😂😂😂,2025-04-17 06:00:31+00:00,positif
ketangkap nangis klo pas korupsi ibarat dunia mau di beli😂,2025-04-17 05:57:36+00:00,negatif
semua dinas.. terutama Kepala daerah yang punya basic proyek.. cek lingkarannya kalo berani,2025-04-17 05:57:22+00:00,netral
pura2 nangis ..waktu ambil uang nyengngir...,2025-04-17 05:55:24+00:00,negatif
gak ada harganya kalau sdh begini,2025-04-17 05:42:10+00:00,netral
"jangan di miskin kan,kasihan anak dan istri nya,,anak dan istri nya tidak bersalah,kurung aja beberapa tahun potong masa tahanan karena berprilaku baik,😏😂😂😂",2025-04-17 05:41:22+00:00,negatif
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣👍👍👍👍,2025-04-17 05:40:50+00:00,positif
Air mata Buaya..waktu korupsi Gembira sekali..🤣🤣🤣,2025-04-17 05:37:56+00:00,negatif
alhamdulillah,2025-04-17 05:36:32+00:00,positif
"gak usah kaget gaes, mereka bisa korupsi karena ada kesempatan dan posisi nya pas, lahan buat korupsi nya ada, klo rakyat kuli buruh pedang seperti kita gak akan bisa korupsi,",2025-04-17 05:36:06+00:00,negatif
"yang ketangkap pas lagi apes n sial aja.
intinya yang lain aman karna pintar makan pintar nyimpan. sebenarnya sama",2025-04-17 05:36:01+00:00,negatif
yg ribuan trilyun mna..dtngkp juga dooong,2025-04-17 05:33:51+00:00,negatif
bwuhahaahha 😂🤣😂🤣 nangissss😂🤣😂,2025-04-17 05:33:45+00:00,positif
"gendatttttssss2 ya,,yang korup😭",2025-04-17 05:33:19+00:00,netral
makanya tiap2 pejabat yg dikantor hrs tetap diaudit keuangannya,2025-04-17 05:33:03+00:00,netral
INTI YA...KAPAN. NEGARA. SAHKAN UU KORUPSI .....*?????????,2025-04-17 05:32:56+00:00,negatif
kalo lagi banyak uang jarang nangis... sekarang dah di tangkap air mata jadi senjata,2025-04-17 05:31:55+00:00,negatif
gw hran knpa harun msaheku & si yaqut gk bsa di tangkap ???,2025-04-17 05:30:28+00:00,negatif
"masyarakat menengah kebawah di kejar wajib pajak, pajaknya di sikat koruptor, harta koruptornya gak di ambil negara (dimiskinkan).. trus adilnya dimana?? 😳😳",2025-04-17 05:29:56+00:00,negatif
"gpp banyak duit ,di sel aman kek raja",2025-04-17 05:28:51+00:00,negatif
"tambah kisruh saja...setiap hari bertambah terus garong""",2025-04-17 05:27:22+00:00,negatif
Ex Anak Buahnya Airin....ya,2025-04-17 05:26:42+00:00,positif
😁😁😁😁,2025-04-17 05:25:15+00:00,positif
ubahlah berjalan bertobat lah para oknum pejabat,2025-04-17 05:24:40+00:00,negatif
waktu terima uang begitu ga wajahnya,2025-04-17 05:24:24+00:00,negatif
klo ga ketahuan party bro 🤣🤣🤣,2025-04-17 05:24:11+00:00,netral
NANGISSS NANGISSS NANGISSS 😡😡😡😡,2025-04-17 05:23:29+00:00,negatif
mkn gratis,2025-04-17 05:23:24+00:00,positif
siip Brantas preman Berdasi yg menghancurkan negara,2025-04-17 05:22:49+00:00,negatif
benar.,2025-04-17 05:22:46+00:00,positif
semoga hukuman tidak kalah degan maling Ayam.,2025-04-17 05:18:49+00:00,negatif
wah . enak dong,2025-04-17 05:17:11+00:00,negatif
kok nangis....[laughwithtears],2025-04-17 05:09:24+00:00,negatif
"klw tidak ketahuan pasti bervoya2 keluar negri liburan sama keluarga lalu selfi2
Hai gayss aku diluar negri😂😂😂",2025-04-17 05:09:23+00:00,negatif
🤣🤣🤣🤣🤣,2025-04-17 05:08:36+00:00,positif
brmbah lgi,2025-04-17 05:07:43+00:00,netral
jangankan para pejabat tinggi..coba para kepala desa d audit lagi dana desa nya..pasti pada kena semua,2025-04-17 05:07:20+00:00,netral
SEMUA ADA....ALASAN UANG NEGARA...AHH...SDH BISAN RAKYAT,2025-04-17 05:05:18+00:00,negatif
"kapan.......negara ini bebas dari koruptor, setiap hari kok Brita koruptor",2025-04-17 05:04:34+00:00,negatif
😂😂akting,2025-04-17 05:03:37+00:00,positif
manusia2 di atas sana berlomba2 untuk menguras uang rakyat bukan mensejahterakan rakyat..!!,2025-04-17 05:02:37+00:00,negatif
🔥Menyala wiiii,2025-04-17 05:02:20+00:00,positif
😳😳😳,2025-04-17 05:01:51+00:00,positif
"pertanyaannya besarnya kenapa DPR penakut banget sah UU mhatheee koruptor dan penyalahgunaan jabatan, sini saya jadi ketua DPR saya sahkan UU tersebut",2025-04-17 05:01:47+00:00,negatif
🤣🤣🤣🤣🤣,2025-04-17 05:01:09+00:00,positif
ganti semua ASN mungkin menjadi solusi?,2025-04-17 05:00:31+00:00,netral
👍👍👍,2025-04-17 04:58:24+00:00,positif
masing masing pejabat nyari cuan karena hukum di NKRI melindungi maling uang negara,2025-04-17 04:57:58+00:00,negatif
"😁 kota besar, kota kecil jug lebih parah",2025-04-17 04:56:43+00:00,netral
ijin apalagih ini korupsi bansos atow uang makan geratis bukan🤭,2025-04-17 04:56:26+00:00,negatif
"semua instansi pemerintah tolong di periksa pak, karena korupsi sudah mnjadi budaya",2025-04-17 04:56:15+00:00,negatif
Menangis karna bukan abah yg jadi 😂😂😂 makanya kena tangkap klean sama wowo siap2 yg lain,2025-04-17 04:53:45+00:00,negatif
kadisnya aman??😂😂😂,2025-04-17 04:53:36+00:00,negatif
"Paham2xlh endingny gmna...
indonesia gtu lho 🥱",2025-04-17 04:50:35+00:00,negatif
Darurat korupsi...!!,2025-04-17 04:50:23+00:00,negatif
itu nangis mikirin istri ke dua nya ganti nomor hp ..🤣,2025-04-17 04:50:06+00:00,negatif
Hukum seberar2nya para Koruptor ini..,2025-04-17 04:49:34+00:00,negatif
entah berapa ribu orang koruptor yg ada di Indonesia...2% yg baru tertangkap,2025-04-17 04:48:06+00:00,negatif
semua kadin periksa disemua daerah..pasti byk yg menyalah gunakan anggaran..punya negara di anggap puny pribadi,2025-04-17 04:47:45+00:00,negatif
😆😆😆😆😆😆,2025-04-17 04:47:13+00:00,positif
berarti tujuan jadi pejabat untuk korupsi?,2025-04-17 04:45:29+00:00,negatif
Euyyyyy,2025-04-17 04:45:28+00:00,negatif
Korupsi lagi korupsi g habis habisnya....,2025-04-17 04:37:00+00:00,negatif
bisa aja lu akting nangis nya kocak,2025-04-17 04:36:26+00:00,netral
😳😳😳,2025-04-17 04:35:32+00:00,positif
lumayan 3tahun tapi ngantongin 75m😄😄pensiun tenang... #UUperampasanasetkoruptor*,2025-04-17 04:34:18+00:00,negatif
😅😅😅😅😅😅,2025-04-17 04:33:59+00:00,positif
kalau mau di tangkapi koruptor banyak sekali. Kepala desa dan Kepala sekolah di periksa 🙏,2025-04-17 04:33:32+00:00,negatif
"weees gae masalaah neeeeeh...
kok eram men",2025-04-17 04:32:36+00:00,negatif
tangis abunawas,2025-04-17 04:32:36+00:00,netral
"Ga apa"" yg penting udh ngalamin Kaya raya...Ra OPO"" di penjara .. cumn 4 tahn...dpt milyaran",2025-04-17 04:32:00+00:00,negatif
😂😂😂,2025-04-17 04:30:26+00:00,positif
"banyak di masing masing daerah itu.. DLH , Perhutani coba aja cek cuma kaga ke ekspos aja",2025-04-17 04:27:15+00:00,netral
"Tumben , banyak yg jadi tersangka😂😂😂
selama ini kemana saja para aparat penegak huium nya,
pasti kasus lama di kuak kembali😂😂😂",2025-04-17 04:27:10+00:00,negatif
Nangis karena kurang banyak dapatnya 😂😂😂,2025-04-17 04:26:55+00:00,negatif
bosan kabar nya kaya gini terus... paling juga 6 bulan di penjara nya... 🤣🤣🤣... contah negara susah maju,2025-04-17 04:26:21+00:00,negatif
koruptor ada dimana mana.buser2nya banyak,2025-04-17 04:25:08+00:00,negatif
nangessss...kmren makan duitnya sambil ketawa2..😅😅,2025-04-17 04:25:06+00:00,negatif
lu nangisin apaan anj,2025-04-17 04:24:37+00:00,netral
tiada hari tanpa korupsi😁😁😁,2025-04-17 04:24:37+00:00,negatif
ayo tangkapi bajingan bajingan,2025-04-17 04:24:28+00:00,netral
"ko nagis Kii lohh,",2025-04-17 04:22:56+00:00,negatif
ada maling lgi ngetop sekali maling di indonesia ini luar biasa,2025-04-17 04:22:42+00:00,netral
"🤣🤣🤣🤣🤣 enak nyaa yang korupsi
nangis air mata buaya 🤣",2025-04-17 04:22:10+00:00,negatif
jngn nangis pak...duit situ udah banyak🤭🤣,2025-04-17 04:22:06+00:00,negatif
smuanya pejabat negara korupsi sdngkn takyat telat bayar pajak aja di uber2,2025-04-17 04:21:28+00:00,negatif
kemarin pas ngitung duitnya ketawa.. sekarang di borgol nangis,2025-04-17 04:20:16+00:00,negatif
😁,2025-04-17 04:19:05+00:00,positif
😭,2025-04-17 04:19:02+00:00,positif
ASN=KORUPTOR,2025-04-17 04:18:10+00:00,negatif
ngak bakal aelesai kasus korupsi gitu2aja,2025-04-17 04:04:59+00:00,negatif
Nangis diatas kekayaan,2025-04-17 04:04:55+00:00,positif
up,2025-04-17 04:04:37+00:00,netral
"Sifat sifat terbiasa duwek enak Indonesian"" mau maju Gimana yaaa wong korup meraja lelah😅",2025-04-17 04:04:24+00:00,negatif
"nangis menyesal ❎ , nangis karena ketahuan ✅",2025-04-17 04:04:13+00:00,netral
Untung kau blm terbit UU sita aset🤭🤭.,2025-04-17 04:03:44+00:00,negatif
pas ketangkep nangis..kmrn pas nerima uangnya cengengesan...🤑,2025-04-17 04:03:11+00:00,negatif
tangisan pura pura itu mah paham saya 😂😂😂,2025-04-17 04:02:15+00:00,positif
Hukum buat koruptor di negara ini harus dibikin lbh kejam biar pd kapok,2025-04-17 04:00:16+00:00,negatif
di sumpah jabatan pakai kitab suci masih aja gitu 🤣,2025-04-17 03:58:43+00:00,netral
bisa bikin sampah gratis sejabodetabek tuh.,2025-04-17 03:55:22+00:00,positif
sita semua aset milik koruptor biar melarat mreka dan keluarganya,2025-04-17 03:54:47+00:00,negatif
"Nangisss gak bisa nyawerrr lagi,,,,😅😅😅",2025-04-17 03:53:59+00:00,netral
🤤🤤🤤,2025-04-17 03:53:55+00:00,positif
pura² nangis ah 😂,2025-04-17 03:53:44+00:00,positif
Air mata Anjayyy 🔥🔥🔥,2025-04-17 03:53:30+00:00,positif
"koruptor enaknya di apain ya biar jera,",2025-04-17 03:52:28+00:00,negatif
"😂😂😂😂luar binasa pak,ternyata bisa nangis jg ya",2025-04-17 03:52:21+00:00,netral
sudah harus di segerakan UU perampasan aset koruptor... indonesia sebagai sudah darurat korupsi..,2025-04-17 03:51:50+00:00,negatif
wihh mantap tidak tanggung tanggung duitnya,2025-04-17 03:50:50+00:00,negatif
mantap ke jaksaan,2025-04-17 03:49:17+00:00,negatif
d tangkap jg mereka happy lah Krn ga ky maling ayam d siksa😂,2025-04-17 03:48:49+00:00,positif
nangis hati senan harta nga di ambil hukuman pun ringan,2025-04-17 03:48:17+00:00,negatif
😂😂😂,2025-04-17 03:47:46+00:00,positif
"jarang sekali kita saksikan penangkapan kasus korupsi jaman jokowi...,",2025-04-17 03:47:33+00:00,negatif
"7 turunan tdk habis"" uang korupsinya. Di tangkap, sidang, hukuman 20 thn, banding, sidang, penetapan hukuman jadi 10/15 thn, remisi di kumpulin, 8/9 thn di hukuman, bebas dan menikmati uang korupsinya",2025-04-17 03:47:20+00:00,negatif
"paling penjara 3 thun terus potong sana sini... jadi 1 thun...
di Indonesia cuma KENTUT YG ANTI KORUPSI..",2025-04-17 03:46:50+00:00,negatif
"enak di Konoha pejabat klw mencuri ttp di hargai, coba klw Konoha kampung Pati babak belur",2025-04-17 03:46:48+00:00,negatif
stecu stecu kluar penjara masih tetep kaya bisa beli Pajero sport istri bisa 3 inilah hukum di Indonesia,2025-04-17 03:36:56+00:00,negatif
"semua lini do korup, mau jd apa bangsa ini",2025-04-17 03:36:21+00:00,negatif
Haa.. haa.. udah ketangkap nangis menyesal,2025-04-17 03:35:37+00:00,negatif
😅😅😅😅,2025-04-17 03:35:11+00:00,positif
Ini saudara nya siapa atau anaknya siapa banggalah kalian,2025-04-17 03:34:51+00:00,positif
y allah y psk2..apa kmu ngk ckup dgn gji/bln pak,2025-04-17 03:34:12+00:00,positif
"Tenang saja pak , Harta anda tidak akan berkurang . Istri dan anak anda akan tetap hidup senang . Tidak akan di Miskinkan nanti tdk adil .😄😄",2025-04-17 03:34:12+00:00,positif
"Makan enak hahahihi lo pak 75,9 M terlepas bagi2 ketangkap nangis harusnya happy spt saat ambil 75,9 itu",2025-04-17 03:34:12+00:00,netral
"Tumben gak pake masker, yang kemarin 3 hakim kok pake masker",2025-04-17 03:34:03+00:00,negatif
baru kali ini liat koruptor nangis biasanya senyum senyum,2025-04-17 03:33:48+00:00,negatif
wayang lakun layar buat buat nangis yer.... pada hal dlm hati ketawa 😂😂😂 nanti dia bayar pulak hakim lepaslah dia itu 😂😂😂😂 wayang negeri Konoha,2025-04-17 03:32:56+00:00,negatif
lecaaaak Mon de iye,2025-04-17 03:32:16+00:00,positif
75M pake nangis 🤣 anj....,2025-04-17 03:32:15+00:00,netral
"gimana perasaan ank istri koruptor
yg hidup enak..dgn uang haram.klo melihat vidio gini",2025-04-17 03:32:07+00:00,negatif
"🤣🤣🤣 tenang pak, koruptor cukup berkelakuan baik, ga lama kok",2025-04-17 03:31:18+00:00,positif
setiap hari berita koruptor bosan dah tpi seribu kli sayang gak di tindak tegas oleh pemerintah yng ada melempem sama maling,2025-04-17 03:30:32+00:00,negatif
meleset kata kabid .....🤣🤣🤣🤣🤣🤣,2025-04-17 03:30:22+00:00,negatif
😂😂😂😂 astaga,2025-04-17 03:30:18+00:00,positif
klas kabid korupsinya puluhan milyard lah bini aku mengabdi pns 20 thn hutang aja masih bececeran 🤔,2025-04-17 03:29:50+00:00,negatif
kacau balau udah hukum hanya buat mainan,2025-04-17 03:29:25+00:00,negatif
yg masih aman tuh para menteri nya,2025-04-17 03:28:53+00:00,positif
nangis tapi kita tidak iba,2025-04-17 03:28:46+00:00,netral
efeknya sampah di tangsel bnyak berserakan dijalan jalan,2025-04-17 03:28:08+00:00,negatif
"air mata buaya, sudah begitu alur ceritanya",2025-04-17 03:27:43+00:00,positif
75M kok nangis🤣.... kalo korupsi 2jt ketangkep baru boleh nangis wak,2025-04-17 03:27:24+00:00,negatif
🤣🤣🤣,2025-04-17 03:27:23+00:00,positif
sudah kenyang,2025-04-17 03:27:22+00:00,positif
nah jadi malu tuh klo dah ke tauwan,2025-04-17 03:27:17+00:00,negatif
Nangis karena kenyang,2025-04-17 03:27:12+00:00,negatif
"semua yg korupsi org pintar...
jadi gmn pingin pintar atau tetap bodoh aja🤣🤣🤣",2025-04-17 03:26:59+00:00,negatif
sisa2 umurnya d penjara,2025-04-17 03:22:33+00:00,negatif
🤣🤣🤣🤣,2025-04-17 03:22:29+00:00,positif
🤣🤣🤣🤣,2025-04-17 03:22:27+00:00,positif
IKN BENTAR LAGI ...,2025-04-17 03:22:13+00:00,negatif
"makan uang , sangar, dan beribawa..
saat di tanya dan di pakaikan baju bagus malah kek anak tk",2025-04-17 03:21:25+00:00,negatif
"apresiasi dari negara
seragam baru
gelang baru
mobil baru
tunjangan makan gratis
kebanggaan k3luarga",2025-04-17 03:21:06+00:00,positif
"Weeeeeer.
........ Nangis Kenapa ????!!!!! 🤭",2025-04-17 03:19:16+00:00,negatif
air mata buaya.. berhati iblis,2025-04-17 03:17:42+00:00,positif
air mata buaya,2025-04-17 03:17:11+00:00,netral
😂😂😂😂,2025-04-17 03:16:27+00:00,positif
"yg receh cepat diproses yg paus ,gajah blom ada disentuh 😂😂😂",2025-04-17 03:15:46+00:00,negatif
"lihat berita isisinya korupsi semuaa, benar2 sdh membudaya.... gimana gak mau disebut indo gelap !!😢",2025-04-17 03:15:42+00:00,negatif
menghabiskan sisa waktu senja di balik jeruji besi yg dingin..miriiiisss demi apa coba?,2025-04-17 03:14:42+00:00,negatif
"Kabid aja 79 m, ngeri Tangsel ya,",2025-04-17 03:14:36+00:00,negatif
apa cuma ini yang harus dibanggakan negeri kita yah,2025-04-17 03:13:46+00:00,positif
serigala berbulu domba,2025-04-17 03:13:43+00:00,netral
gk usah nangislah,2025-04-17 03:12:07+00:00,negatif
kenapa nangis?,2025-04-17 03:11:44+00:00,negatif
mukanya lugu bnget,2025-04-17 03:11:25+00:00,netral
Tangisan bahagia. karena tetep buanyak uang dilapas sampai keluar,2025-04-17 03:10:37+00:00,negatif
dibantu pake rompi ya knpa ga suruh pakai sendiri kan dia koruptor bukan bapak kelen,2025-04-17 03:09:25+00:00,negatif
"75,9M,,kira kira berapa tahun hukumanya,dan kira kira harus mengembalikan atau tidak,,apakah asetnya disita???",2025-04-17 03:09:12+00:00,negatif
banyak proyekkk yang d korupsii ini yg ga setorrrr😅😅😅 coba kalo setorrr biasanya aman... yg di Jawa Barat aja proyek aman padahal cepet rusakkk,2025-04-17 03:08:58+00:00,negatif
"gpp bang,, itung itung diet dipenjara😇",2025-04-17 03:08:21+00:00,negatif
😏😏😏,2025-04-17 03:07:20+00:00,positif
wkk korupsi duitnya pasti ngakak2 bajin**an ini,2025-04-17 03:06:37+00:00,negatif
ya Allah ngk abis abisnya ini koruptor kita lagi pada susah kerja,2025-04-17 03:06:29+00:00,negatif
masuk satu persatu..tapi undang2 nya ng di sah2 kan,2025-04-17 03:06:11+00:00,negatif
"Uuuuh Mau dong😂😂😂
capek cari duit sgtu",2025-04-17 03:06:04+00:00,negatif
ini baru siksa dunia gmn d hakirat,2025-04-17 02:50:42+00:00,positif
nangis karena malu tertangkap aja..kalau ngak ketangkap jogetin aja😂😂,2025-04-17 02:48:42+00:00,negatif
kerugiannya kok gak diungkap???,2025-04-17 02:47:46+00:00,negatif
keluarganya menanggung malu seumur umur,2025-04-17 02:47:25+00:00,negatif
pas nikmati ketawa ketawa😆,2025-04-17 02:46:51+00:00,negatif
nangiss KRNA ga bisa poya poya lgi😁,2025-04-17 02:46:37+00:00,netral
"Tiappp hari Konoha beritany beginian. Kurang apa coba pdhl azan berkumandang 5x sehari, tempat ibadah dimana2, bebas memakai atribut agama, maksiat dikit kena sweeping, makul agama ada sejak SD.",2025-04-17 02:46:13+00:00,negatif
kasian keluarganya kalo di rampas asetnyaa😂😂😂,2025-04-17 02:45:26+00:00,netral
"Sedih memang kalau ketahuan dan ketangkap,,wajaaarr..😂😂😂",2025-04-17 02:44:53+00:00,negatif
kasihan dia jujur dan baik😅😅😅,2025-04-17 02:44:44+00:00,negatif
"Nangis karena sudah gak bisa nambah lagi,nominal korupsinya…",2025-04-17 02:44:42+00:00,negatif
😂😂,2025-04-17 02:44:30+00:00,positif
kenyang nangis...ancaman penjara cmn 2 thn adem dah 79m,2025-04-17 02:43:34+00:00,negatif
tradisi 😇,2025-04-17 02:43:14+00:00,positif
"waktu nerima uang tertawa terbahak""",2025-04-17 02:43:11+00:00,negatif
panjangkanlah umurnya dalam penjara,2025-04-17 02:42:40+00:00,negatif
😂😂😂,2025-04-17 02:42:18+00:00,positif
pak mkn lh yg halal..toh duit tak dibawa mati.,2025-04-17 02:41:48+00:00,negatif
kok ngk di kasi salam olahraga???,2025-04-17 02:41:40+00:00,negatif
nangis teringat masa kecil lagi diantar sekolah sama. ibunya,2025-04-17 02:40:42+00:00,negatif
innalillahi wainnailaihi Raji'un,2025-04-17 02:40:31+00:00,negatif
kok menangis? istri anak kan LG kenyang di rmh? dia sedih ga makan hotel bintang 5. ya,2025-04-17 02:40:17+00:00,negatif
"DAERAH TANGGERANG+JAKARTA DAN SEKITARNYA
KENAPA BANYAK TERJADI KEMACETAN,YA KARENA UANG NEGARA BANYAK DIBELANJAKAN KENDARAAN HASIL KORUP😎",2025-04-17 02:40:00+00:00,negatif
nangis nii yee 😅,2025-04-17 02:39:41+00:00,netral
waduhh,2025-04-17 02:38:37+00:00,negatif
baju idaman para pemimpin d negara kita,2025-04-17 02:38:10+00:00,positif
😂😂😂,2025-04-17 02:36:54+00:00,positif
air mata buaya 😅😅,2025-04-17 02:36:17+00:00,positif
keabisan rompi apa itu kejaksaan buat kasih k maling😂😂😂,2025-04-17 02:22:56+00:00,negatif
"kok makin hari cuman kejaksaan yg nagkep2 maling, KPK kmna.?",2025-04-17 02:21:12+00:00,negatif
wow,2025-04-17 02:19:45+00:00,positif
Alah🗿,2025-04-17 02:19:18+00:00,positif
gemuk dan sehat yah 🤣😂😅,2025-04-17 02:15:33+00:00,positif
75 m,2025-04-19 15:53:37+00:00,netral
lol,2025-04-21 08:09:01+00:00,netral
makan duitnya ga nangis 😳,2025-04-19 06:25:12+00:00,netral
ngapain nangis pak. 75 miliar itu banyak,2025-04-19 08:48:03+00:00,negatif
"pantasan duit negara defisit terusss,menteri keuangan harus di audit",2025-04-19 15:09:59+00:00,negatif
"kalau semua gubernur ketat kayak KDM,mereka oknum sulit bergerak main anggaran",2025-04-19 04:55:21+00:00,negatif
tangis gembira hukuman ringan dan duit menunggu saat bebas,2025-04-19 13:54:36+00:00,negatif
apa yg buat dia menangiss😅😏,2025-04-19 07:38:22+00:00,positif
kirim nasgor om kasian bapak itu blm makan🤣,2025-04-19 14:03:29+00:00,negatif
ngapain sedih nangis tenang di indo cuma di penjara 20th,2025-04-19 13:20:09+00:00,negatif
Bongkar uang di kemana sja,2025-04-19 15:18:36+00:00,negatif
masa cm yg model gt yg di t4ngk4p😂😂😂,2025-04-19 16:28:35+00:00,positif
"nangisnya karena ketauan
coba ngak ketauan dia akan selalu tersenyum",2025-04-19 13:40:30+00:00,netral
kadis sekdis sekjen kabid kasi kasubag dan jajaranya.. gimna cuman kepala bidang kadis nya ga ada. 😁,2025-04-19 17:03:26+00:00,positif
kog nangis....akting ya,2025-04-20 10:33:26+00:00,netral
giliran udh dapat duit cegah cegir. pas di tangkap kayak sayur 😅😅🙏🙏🙏,2025-04-19 14:41:30+00:00,negatif
lagu lama,2025-04-19 16:21:37+00:00,positif
air mata buaya,2025-04-22 12:42:38+00:00,netral
😂😂😂😂😂😂 air mata duyung atau buaya,2025-04-20 14:33:16+00:00,netral
"kemarin ketawa dan bangga banyak duit,,",2025-04-19 14:36:10+00:00,negatif
Air mata buaya 😅,2025-04-21 12:09:58+00:00,positif
mungkin dia terjebak,2025-04-21 05:43:43+00:00,negatif
yg disedihkan uang udah dikumpul bininya yg pakai buat kawin lagi,2025-04-19 17:20:43+00:00,negatif
ngitung duit nya ketawa2 giliran d pakein baju Baru nangis anak kecil aja punya baju Baru senang 🤣🤣,2025-04-19 17:27:26+00:00,netral
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 kok nangis takut hilang ya duit ya,2025-04-19 13:46:49+00:00,negatif
pa kabid lg main sinetron 😂,2025-04-19 14:03:22+00:00,positif
Ahhahaha syukurin deehh sebutin temen” nya jngan mau sendirian,2025-04-21 06:12:24+00:00,negatif
cm di indonesia sampai sampah saja dikorupsi...,2025-04-19 14:43:44+00:00,negatif
🤣🤣🤣🤣 air mata buaya 🤣🤣🤣,2025-04-20 01:16:08+00:00,positif
kocak 😂😂😂,2025-04-20 12:05:32+00:00,netral
